term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id
Refugee Crisis,Our guide to new art shows  and some that will be closing soon.,Our guide to new art shows — and some that will be closing soon.,Our guide to new art shows  and some that will be closing soon.,The New York Times,24,Art and Museums in NYC This Week,Art,2017-06-01T22:02:05+0000,Weekend,Arts,article,https://www.nytimes.com/2017/06/01/arts/design/art-and-museums-in-nyc-this-week.html,News,,nyt://article/bff22559-998a-51b6-a634-d41a5466843d
Refugee Crisis,The International Center of Photography’s summer exhibition features the work of 75 professionals for Magnum Photos  including Henri Cartier-Bresson.,When the International Center of Photography reopened last year in its new home on the Bowery  it seemed to be swerving into a new lane — or  perhaps  careering off the road altogether. New York’s leading photography institution  it opened uptown in 1974  with a mandate from its founder  Cornell Capa  to showcase photojournalism  documentary images and other kinds of “concerned photography.” But since then  the medium of photography has fractured; lens-based imagery has moved from the darkroom to the social media screen; and the center has changed  too. The new location includes no space for its permanent collection — those 200 000 prints are out in Jersey City — and its first show was a digital hodgepodge that drew as many snipes as cheers.,The International Center of Photography’s summer exhibition features the work of 75 professionals for Magnum Photos  including Henri Cartier-Bresson.,The New York Times,21,‘Magnum Manifesto ’ a 70-Year History Lesson in Photojournalism,A 70-Year History Lesson in Photojournalism,2017-05-25T21:08:51+0000,Weekend,Arts,article,https://www.nytimes.com/2017/05/25/arts/design/magnum-manifesto-a-70-year-history-lesson-in-photojournalism.html,Review,,nyt://article/fc3ecb9f-6027-575a-b4fd-a79db60e1fa3
Refugee Crisis,In “The Stricken Field ” the American journalist Martha Gelhorn confronted a simmering refugee crisis.,If Martha Gellhorn had been alive to see the release of “Hemingway & Gellhorn ” the 2012 HBO film about the writer’s brief and tumultuous romance with Ernest Hemingway while the two were reporting from the world’s hot spots in the 1930s and ’40s  it’s safe to say she would have had a few choice words for whoever placed her second on the bill. “All Cinderella had was a pumpkin ” Clive Owen’s Hemingway drolly remarks  early in the film  when Gellhorn (Nicole Kidman) pulls up at the Hotel Florida in Madrid in a Russian tank. Gellhorn has come to see the Spanish Civil War firsthand — not to play dollface to an international celebrity — and she brushes past the addled Hemingway on her way into the lobby. John Dos Passos is there to support the Republican cause  and a young Robert Capa  and a cast of elegantly dissolute prostitutes  one missing a leg.,In “The Stricken Field ” the American journalist Martha Gelhorn confronted a simmering refugee crisis.,The New York Times,17,Martha Gellhorn’s Greatest Novel Is Essential Reading for Today,Martha Gellhorn’s Choice Words,2017-05-25T09:00:28+0000,BookReview,Books,article,https://www.nytimes.com/2017/05/25/books/review/the-stricken-field-martha-gellhorn.html,News,,nyt://article/4e307463-5132-5061-aca7-18fab27fc940
Refugee Crisis,Anarchist groups are taking matters into their own hands after years of austerity policies and a refugee crisis have undermined the Greek government.,ATHENS — It may seem paradoxical  but Greece’s anarchists are organizing like never before.,Anarchist groups are taking matters into their own hands after years of austerity policies and a refugee crisis have undermined the Greek government.,The New York Times,4,Anarchists Fill Services Void Left by Faltering Greek Governance,Anarchists Fill Services Void Left By Faltering Greek Governance,2017-05-22T04:01:31+0000,Foreign,World,article,https://www.nytimes.com/2017/05/22/world/europe/greece-athens-anarchy-austerity.html,News,,nyt://article/b2f8a98d-993d-597e-95ab-992705678923
Refugee Crisis,The Cannes Film Festival celebrates its 70th year with glamour  movie stars and increased security.,CANNES  FRANCE — This year’s Cannes Film Festival opened on Friday much as it always has: The stars drifted down the red carpet  the crowd huzzahed and the paparazzi begged for smiles from the jury members Will Smith and Jessica Chastain. Only this time  most attendees need to walk through metal detectors  an accommodation to safety concerns. Founded the year after World War II ended  the festival is celebrating its 70th year during a national state of emergency that was imposed in the wake of terrorist attacks  which have rocked France from Paris to the Côte d’Azur.,The Cannes Film Festival celebrates its 70th year with glamour  movie stars and increased security.,The New York Times,1,Cannes Rolls Out the Red Carpet (Now With Metal Detectors),Glamour and Guards,2017-05-18T21:28:51+0000,Weekend,Movies,article,https://www.nytimes.com/2017/05/18/movies/cannes-film-festival-review-red-carpet.html,News,,nyt://article/5d06cf28-0762-512a-b434-d354d938667d
Refugee Crisis,Alejandro G. Iñárritu’s virtual-reality exhibition transports viewers to the United States-Mexico border  placing them between migrants and border guards.,CANNES  France — After weeks in the desert  dehydrated and afraid  refugees and migrants who are apprehended crossing the United States-Mexico border are regularly locked in what are called las hieleras: the freezers. They are meant to be short-term holding cells — they have no beds — but they also exact a kind of extrajudicial punishment. As revealed by a Freedom of Information Act request in 2015  migrants are trapped there for nearly two days on average. Children are separated from their families; detainees are deprived of food. Sometimes their lips split. Sometimes their skin turns blue.,Alejandro G. Iñárritu’s virtual-reality exhibition transports viewers to the United States-Mexico border  placing them between migrants and border guards.,The New York Times,15,Iñárritu’s ‘Carne y Arena’ Virtual Reality Simulates a Harrowing Border Trek,Simulating A Risky Passage,2017-05-17T22:40:58+0000,Weekend,Arts,article,https://www.nytimes.com/2017/05/17/arts/design/alejandro-gonzalez-inarritu-carne-y-arena-virtual-reality-cannes.html,Review,,nyt://article/e2131113-3331-50aa-8e0b-d9cf8610f9fd
Refugee Crisis,A deeply personal work has been accompanied in recent concerts by reflections on mortality  the planet and the Syrian refugee crisis.,The New York concert season now drawing to a close was more or less bookended by performances of Brahms’s “A German Requiem ” intended to set the work in broader contexts. In October  Lincoln Center presented “human requiem ” featuring Simon Halsey and the Berlin Radio Choir in an immersive staging  with two pianists replacing Brahms’s orchestra  and choristers in street clothes wandering among the audience members.,A deeply personal work has been accompanied in recent concerts by reflections on mortality  the planet and the Syrian refugee crisis.,The New York Times,7,How Brahms’s ‘A German Requiem’ Became an Anthem for Our Time,Brahms Wrote It for His Mother and His Friend Robert,2017-05-12T21:15:05+0000,Culture,Arts,article,https://www.nytimes.com/2017/05/12/arts/music/how-brahmss-a-german-requiem-became-an-anthem-for-our-time.html,News,,nyt://article/75b8e368-8ab3-57ef-8582-2a38d65ddd3e
Refugee Crisis,New picture books about birds include the tale of a pigeon in the subway  a history of falconry and the hopeful story of a bird-loving Syrian refugee boy.,A lonely fisherman out at sea; a stowaway bird; a broken wing. From these timeless elements Duncan’s debut creates a lovely  wistful tale of cross-species friendship and the lengths we’ll go to for “a fellow traveler.” Duncan’s art combines profusions of detailed pen lines and cloudy  moody washes of paint  uniting the human-made precision of shipboard life and the endless expanses of the sky and sea  above and below. Like the best seafaring picture books  this one both evokes deep  unaccountable emotions  and soothes them.,New picture books about birds include the tale of a pigeon in the subway  a history of falconry and the hopeful story of a bird-loving Syrian refugee boy.,The New York Times,,Bookshelf: Friendships and Fables Soar in New Children’s Books,,2017-05-12T16:52:18+0000,BookReview,Books,article,https://www.nytimes.com/2017/05/12/books/review/bookshelf-friendships-and-fables-soar-in-new-childrens-books.html,News,,nyt://article/1f5866f7-e599-59f5-991e-9c596100a045
Refugee Crisis,Is it the prime minister’s fault if people are more interested in her footwear than in her policies?,LONDON — Margaret Thatcher  it is safe to say  wouldn’t have been caught dead in a pair of trousers. Her successor as a leader of Britain’s Conservative Party  Theresa May  is far more adventurous. When she made her bid to head the country’s main center-right party last summer  she was wearing a tartan pantsuit by the onetime high priestess of punk  Vivienne Westwood. Ms. Westwood’s label is mainstream these days  but it was still a bold choice for a would-be Tory prime minister.,Is it the prime minister’s fault if people are more interested in her footwear than in her policies?,The New York Times,7,How Theresa May Brought Britain to Heel,How Theresa May Brought Britain to Heel,2017-05-12T07:44:10+0000,OpEd,Opinion,article,https://www.nytimes.com/2017/05/12/opinion/sunday/how-theresa-may-brought-britain-to-heel.html,Op-Ed,,nyt://article/c07d0024-7958-568f-889c-d49b74b01997
Refugee Crisis,After France’s vote  trying to gauge the stability of the Western system as a whole.,After the cascading weirdness of recent Western history  the results from France’s presidential election were strangely … normal. All the hours that Trump-traumatized commentators spent imagining how Marine Le Pen could get from the low 40s to striking distance turned out to be wasted: Her tumble to just 34 percent  and the cruise-control victory for Emmanuel Macron  was about the outcome you would have expected if there had been no Brexit  no Trumpening  no Syrian refugee crisis and Continental terror wave  no sudden sense of capital-H History awakening from its sleep.,After France’s vote  trying to gauge the stability of the Western system as a whole.,The New York Times,,Crisis or Stasis?,,2017-05-10T07:21:16+0000,OpEd,Opinion,article,https://www.nytimes.com/2017/05/10/opinion/crisis-or-stasis.html,Op-Ed,,nyt://article/20c62950-0bb4-5e9b-b7cb-cfa81a5d4691
Refugee Crisis,Christine Macel  perhaps the most important woman whom you’ve never heard of in the European art world  brings a fresh approach to this global exhibition.,VENICE — In 2015  the Venice Biennale with Okwui Enwezor as curator sometimes felt more like a political manifesto  with readings from Marx’s “Das Kapital” and work that touched on climate change  colonialism and the refugee crisis in the Mediterranean. The curator of this year’s Biennale  Christine Macel  had a different vision: to put artists and artistic practice at the center.,Christine Macel  perhaps the most important woman whom you’ve never heard of in the European art world  brings a fresh approach to this global exhibition.,The New York Times,1,A Venice Biennale About Art  With the Politics Muted,A Curator’s Challenge,2017-05-07T21:07:58+0000,Culture,Arts,article,https://www.nytimes.com/2017/05/07/arts/design/a-venice-biennale-about-art-with-the-politics-muted.html,News,,nyt://article/a6df54df-7861-542e-8b09-f2c2e0742cd3
Refugee Crisis,“Cover Stories ” a record of new renditions of songs from Ms. Carlile’s 2007 release  “The Story ” also features Dolly Parton and Pearl Jam.,You might wonder how a critically acclaimed but relatively unknown singer-songwriter recruited Adele  Pearl Jam and Dolly Parton to cover her songs for a benefit album. But the biggest get on Brandi Carlile’s “Cover Stories ” made up of new renditions of the material on her 2007 album  “The Story ” comes from outside the music world: Barack Obama.,“Cover Stories ” a record of new renditions of songs from Ms. Carlile’s 2007 release  “The Story ” also features Dolly Parton and Pearl Jam.,The New York Times,2,How Brandi Carlile Got Adele and Obama for a Benefit Album,With a Little Help From Her Friends,2017-05-03T20:16:23+0000,Culture,Arts,article,https://www.nytimes.com/2017/05/03/arts/music/brandi-carlile-cover-stories-adele-obama.html,News,,nyt://article/f9172e0c-9e86-5fda-bfce-b643e44ce79e
Refugee Crisis,Refugees from around the world spend their first night in the U.S. at an airport hotel.,The United States has a long  complicated history of accepting refugees from around the world. However  few of us are familiar with the intricacies of how relocation and resettlement works. Back in 2006  after reading an article about an airport hotel that shelters refugees awaiting their connections to far-flung corners of this country  we found ourselves wondering about their very first night here. How did these newcomers navigate that foreign  if quintessentially American environment?,Refugees from around the world spend their first night in the U.S. at an airport hotel.,The New York Times,,First Night in America,,2017-05-02T19:45:32+0000,OpEd,Opinion,article,https://www.nytimes.com/2017/05/02/opinion/hotel-usa-refugee-op-doc.html,Op-Ed,,nyt://article/c172b983-3ad3-5a93-9416-361385ae6fe0
Refugee Crisis,Ideas for weaving any day’s Times into classes across the curriculum without a lot of advance planning.,Updated: August  2018 ,Ideas for weaving any day’s Times into classes across the curriculum without a lot of advance planning.,The New York Times,,10 Ways to Teach With The New York Times Today,,2017-04-28T15:34:03+0000,Learning,The Learning Network,article,https://www.nytimes.com/2017/04/28/learning/lesson-plans/10-ways-to-teach-with-the-new-york-times-today.html,News,,nyt://article/ba3de27e-4bad-52f9-9a00-041a583cac08
Refugee Crisis,In a pointed departure from one of President Trump’s bedrock populist positions  Ms. Trump said the United States might need to admit more refugees.,WASHINGTON — Ivanka Trump  juggling dual roles of White House adviser and daughter of the president  said in an interview aired on Wednesday that the United States might need to admit more refugees from Syria  a pointed public departure from one of her father’s bedrock populist positions.,In a pointed departure from one of President Trump’s bedrock populist positions  Ms. Trump said the United States might need to admit more refugees.,The New York Times,19,Ivanka Trump Parts Ways With Her Father on Syrian Refugees,A Parting of Ways With Her Father on Refugees,2017-04-27T01:28:24+0000,National,U.S.,article,https://www.nytimes.com/2017/04/26/us/politics/ivanka-trump-syria-refugees-humanitarian-crisis.html,News,,nyt://article/81a5db6e-f586-597c-b38e-b5cc1728871c
Refugee Crisis,Like virtually everything else in the Trump era  poetry has gotten sharply political these days.,The poet Jane Hirshfield has never thought of herself as an agitator. A self-described “genuine introvert ” Ms. Hirshfield likes to spend her days gardening  hiking and writing verses about nature  impermanence and interconnectedness.,Like virtually everything else in the Trump era  poetry has gotten sharply political these days.,The New York Times,1,American Poets  Refusing to Go Gentle  Rage Against the Right,American Poets  Refusing to Go Gentle  Rage Against the Right,2017-04-21T23:27:36+0000,National,Books,article,https://www.nytimes.com/2017/04/21/books/review/american-poets-refusing-to-go-gentle-rage-against-the-right.html,News,,nyt://article/62dfbf0b-6f77-5269-b14e-7aa951a83ed0
Refugee Crisis,Please join us for a discussion of how we documented private sponsorship — and what can be learned from Canada’s approach.,Welcome to Times Insider Events — live programming for Times Insiders and their guests. Times Insider offers behind-the-scenes insights into news  features and opinion at The New York Times.,Please join us for a discussion of how we documented private sponsorship — and what can be learned from Canada’s approach.,The New York Times,,Live Event: Go Behind the Scenes of Our ‘Refugees Welcome’ Series,,2017-04-21T20:12:25+0000,Insider,Times Insider,article,https://www.nytimes.com/2017/04/21/insider/events/live-event-go-behind-the-scenes-of-our-refugees-welcome-series.html,News,,nyt://article/3cd97aad-7b21-5dab-9970-53f66694fe1e
Refugee Crisis,Animators  documentarians and other filmmakers have found inspiration in the idea of a physical barrier at the United States-Mexico border.,During his presidential campaign  Donald J. Trump promised to build “a big  beautiful  powerful wall”  between the United States and Mexico  ostensibly to keep out assorted “bad hombres.” Though a deadline for bids has passed and finalists are to be announced in June  the projected cost — an estimated  $21.6 billion — and political opposition mean there’s a decent chance the wall will not be built soon.,Animators  documentarians and other filmmakers have found inspiration in the idea of a physical barrier at the United States-Mexico border.,The New York Times,18,Trump Proposed a Wall. They Imagined How It Would Work.,Imagining the Wall,2017-04-21T14:48:06+0000,Arts&Leisure,Movies,article,https://www.nytimes.com/2017/04/21/movies/trump-border-wall-films.html,News,,nyt://article/d038af18-d77c-569a-8274-bab6f2c2d263
Refugee Crisis,The West tried to ignore “Muslims killing Muslims ” but the war in Syria has engulfed us all.,ISTANBUL — The world seems awash in chaos and uncertainty  perhaps more so than at any point since the end of the Cold War.,The West tried to ignore “Muslims killing Muslims ” but the war in Syria has engulfed us all.,The New York Times,2,Syria Changed the World,Syria Changed the World,2017-04-21T07:21:03+0000,OpEd,Sunday Review,article,https://www.nytimes.com/2017/04/21/sunday-review/one-countrys-war-changed-the-world.html,News Analysis,,nyt://article/c8a7a972-4bf4-5999-a2c2-dacbe3e6b730
Refugee Crisis,Prizes were also given to “Atlanta ” “Veep” and “Happy Valley.”,The awards keep coming for “Atlanta” and “Lemonade ” two of the most celebrated pop culture works of 2016. Both were winners in the 76th annual Peabody Awards  which were announced on Thursday.,Prizes were also given to “Atlanta ” “Veep” and “Happy Valley.”,The New York Times,8,Beyoncé and Louis C.K. Are Among Peabody Winners,Beyoncé Is Among Peabody Winners,2017-04-20T17:33:53+0000,Weekend,Arts,article,https://www.nytimes.com/2017/04/20/arts/television/beyonce-and-louis-ck-are-peabody-award-winners.html,News,,nyt://article/134b1601-01ab-5226-9a4b-6cbfe2003dc4
Refugee Crisis,Here’s what you need to know at the end of the day.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know at the end of the day.,The New York Times,,Trump  Theresa May  Georgia: Your Tuesday Evening Briefing,Your Evening Briefing,2017-04-18T22:22:33+0000,NYTNow,Briefing,article,https://www.nytimes.com/2017/04/18/briefing/trump-theresa-may-georgia.html,briefing,,nyt://article/d3f2e3ff-39c4-5d7e-8a4a-a499120b24f7
Refugee Crisis,For decades  the E.U. dangled the possibility of membership before an eager suitor in Ankara. The recent referendum is likely to cool the flirtation.,BERLIN — The long flirtation may finally be over.,For decades  the E.U. dangled the possibility of membership before an eager suitor in Ankara. The recent referendum is likely to cool the flirtation.,The New York Times,10,Turkey Vote Could Mean the End of a Courtship to Join the E.U.,Results of Vote Are Likely to Cool Flirtation Over Joining European Union,2017-04-17T19:19:59+0000,Foreign,World,article,https://www.nytimes.com/2017/04/17/world/europe/turkey-eu-referendum.html,News,,nyt://article/f429f40f-0516-5d27-9fc1-d65826175399
Refugee Crisis,“No risk  no life ” a teenage migrant told me  before jumping on a freight train.,“No risk  no life ” a teenage migrant told me  before jumping on a freight train.,“No risk  no life ” a teenage migrant told me  before jumping on a freight train.,The New York Times,,The Refugee King of Greece,,2017-04-14T15:46:36+0000,Sunday Review,Sunday Review,multimedia,https://www.nytimes.com/interactive/2017/04/14/sunday-review/greece-refugee-king-gilbertson.html,Interactive Feature,,nyt://interactive/fe47333a-f58f-5480-b9a4-af2ee2b55ff3
Refugee Crisis,In Syria  Nigeria and elsewhere  President Trump has inherited international crises where intervention efforts are likely to have only modest success.,WASHINGTON — President Trump  inspired by TV images of faraway suffering to launch missile strikes against Syria  may be about to discover a lesson that has confounded presidents for 25 years: American power can only do so much.,In Syria  Nigeria and elsewhere  President Trump has inherited international crises where intervention efforts are likely to have only modest success.,The New York Times,8,Trump Faces the Limits of American Power,In Syria and Nigeria  Trump Confronts the Limits of American Power,2017-04-12T00:31:22+0000,Foreign,World,article,https://www.nytimes.com/2017/04/11/world/middleeast/trump-syria-nigeria.html,News,,nyt://article/ea352d12-c7a6-577e-be07-ef5f85abf0ce
Refugee Crisis,President Trump reversed himself in ordering a missile strike on Syria. Now he should rethink his opposition to bringing Syrian refugees to America.,In his address to the nation after ordering strikes on Syria last week  President Donald Trump pointed to the failure of the international community to resolve the Syria conflict and  uncharacteristically for him  to the humanitarian catastrophe it has spawned.,President Trump reversed himself in ordering a missile strike on Syria. Now he should rethink his opposition to bringing Syrian refugees to America.,The New York Times,,After the Missiles  Remember the Syrian Refugees,,2017-04-10T20:04:19+0000,OpEd,Opinion,article,https://www.nytimes.com/2017/04/10/opinion/after-the-missiles-remember-the-syrian-refugees.html,Op-Ed,,nyt://article/d8bfc2c6-cb78-51ae-afbc-3dabae17266e
Refugee Crisis,Greece may be the best place to come to grips with this show’s important themes: migration  debt  fraying European unity and intolerance.,ATHENS — Even today  in a supersaturated calendar of worldwide art events  no show matters more than Documenta  a colossal German exhibition of contemporary art  reinvented every five or so years as a “museum of 100 days.”,Greece may be the best place to come to grips with this show’s important themes: migration  debt  fraying European unity and intolerance.,The New York Times,1,Documenta 14  a German Art Show’s Greek Revival,A German Art Show’s Greek Revival,2017-04-09T21:23:54+0000,Culture,Arts,article,https://www.nytimes.com/2017/04/09/arts/design/documenta-14-a-german-art-shows-greek-revival.html,Review,,nyt://article/174d1365-468b-50f0-8cbb-d586196c0ad2
Refugee Crisis,Donations were up for the fund-raising campaign in 2016-17  as the fund again showed how even modest giving can greatly improve lives.,Three college scholarships. The possibility of a job after nine years without one. Temporary immigration approval after years of waiting. And a $10 000 check made out to a Honduran family at a time when President Trump is enacting strict policies on immigration.,Donations were up for the fund-raising campaign in 2016-17  as the fund again showed how even modest giving can greatly improve lives.,The New York Times,19,From College Hopes to Immigrant Travails  Neediest Cases Had Global Reach,Lifting Hope  With Global Reach,2017-04-08T16:19:04+0000,Metro,New York,article,https://www.nytimes.com/2017/04/08/nyregion/neediest-cases-global-reach.html,News,,nyt://article/2ded684b-dd4c-5e38-ba84-da7560d6088d
Refugee Crisis,Since 2011  Donald J. Trump openly expressed his opposition to intervention in Syria. As president  it may have all changed for him with one missile strike.,WASHINGTON — Donald J. Trump had a blunt warning for his predecessor.,Since 2011  Donald J. Trump openly expressed his opposition to intervention in Syria. As president  it may have all changed for him with one missile strike.,The New York Times,8,Trump’s View of Syria: How It Evolved  in 19 Tweets,Trump’s View of Syria: How It Evolved  in Tweets,2017-04-07T22:50:35+0000,National,U.S.,article,https://www.nytimes.com/2017/04/07/us/politics/donald-trump-syria-twitter.html,News,,nyt://article/63a465b9-ef21-5d0e-98e9-1e3b0286676c
Refugee Crisis,The president ordered the strike without authorization by the United Nations Security Council or by Congress  raising questions about his legal limits.,WASHINGTON — President Trump ordered the military on Thursday to carry out a missile attack on Syrian forces for using chemical weapons against civilians. The unilateral attack lacked authorization from Congress or from the United Nations Security Council  raising the question of whether he had legal authority to commit the act of war.,The president ordered the strike without authorization by the United Nations Security Council or by Congress  raising questions about his legal limits.,The New York Times,11,Was Trump’s Syria Strike Illegal? Explaining Presidential War Powers,Was Missile Attack on Syria Illegal? Explaining Presidential War Powers,2017-04-07T17:35:27+0000,National,U.S.,article,https://www.nytimes.com/2017/04/07/us/politics/military-force-presidential-power.html,News,,nyt://article/e4494c63-5c2c-5771-b4b5-08cefde08e69
Refugee Crisis,Moscow said that President Bashar al-Assad had not used chemical weapons and that the American operation would further hurt the Kremlin’s relations with Washington.,MOSCOW — Russia on Friday froze a critical agreement on military cooperation with the United States in Syria after an American military strike  warning that the operation would further corrode already dismal relations between Moscow and Washington.,Moscow said that President Bashar al-Assad had not used chemical weapons and that the American operation would further hurt the Kremlin’s relations with Washington.,The New York Times,,Russia Suspends Cooperation With U.S. in Syria After Missile Strikes,,2017-04-07T08:44:15+0000,Foreign,World,article,https://www.nytimes.com/2017/04/07/world/middleeast/russia-iran-us-strikes-syria.html,News,,nyt://article/5ac71391-be0f-58fb-90c5-3c94b969ad5b
Refugee Crisis,President Trump spoke from Palm Beach  Fla.  on Thursday about military action he ordered after a chemical weapons attack killed scores of people.,WASHINGTON — The following is a transcript of President Trump’s remarks on Thursday night from Mar-a-Lago in Palm Beach  Fla.  as transcribed by The New York Times.,President Trump spoke from Palm Beach  Fla.  on Thursday about military action he ordered after a chemical weapons attack killed scores of people.,The New York Times,,Transcript and Video: Trump Speaks About Strikes in Syria,,2017-04-07T02:57:49+0000,Foreign,World,article,https://www.nytimes.com/2017/04/06/world/middleeast/transcript-video-trump-airstrikes-syria.html,Text,,nyt://article/89dae018-03a3-5f9e-b37c-c3ebc2a47452
Refugee Crisis,The strike was in response to the Syrian government’s chemical weapons attack this week.,WASHINGTON — President Trump said Thursday night that the United States had carried out a missile strike in Syria in response to the Syrian government’s chemical weapons attack this week  which killed more than 80 civilians.,The strike was in response to the Syrian government’s chemical weapons attack this week.,The New York Times,1,Dozens of U.S. Missiles Hit Air Base in Syria,U.S. Launches Missiles Into Syria,2017-04-06T19:09:45+0000,Foreign,World,article,https://www.nytimes.com/2017/04/06/world/middleeast/us-said-to-weigh-military-responses-to-syrian-chemical-attack.html,News,,nyt://article/692999a4-1187-57f2-8437-62123f191b6c
Refugee Crisis,It’s easy: Just “find” some poetry in a Times article — any Times article. Teachers across the curriculum tell us it’s a great way to encourage close reading.,Update:  Winners have been announced!,It’s easy: Just “find” some poetry in a Times article — any Times article. Teachers across the curriculum tell us it’s a great way to encourage close reading.,The New York Times,,Our Eighth Annual Found Poem Student Contest,,2017-04-05T11:18:34+0000,Learning,The Learning Network,article,https://www.nytimes.com/2017/04/05/learning/our-eighth-annual-found-poem-student-contest.html,News,,nyt://article/023470f7-c6c3-56f3-b8d7-7106635a87dd
Refugee Crisis,Ideas for helping even the most verse averse find something to enjoy.,We go hard for National Poetry Month here on The Learning Network  and as The Times kept publishing news and features about poetry and poets  we keep adding more and more ways to teach about it — during April or any other month.,Ideas for helping even the most verse averse find something to enjoy.,The New York Times,,24 Ways to Teach and Learn About Poetry With The New York Times,,2017-04-03T21:46:43+0000,Learning,The Learning Network,article,https://www.nytimes.com/2017/04/03/learning/lesson-plans/22-ways-to-teach-and-learn-about-poetry-with-the-new-york-times.html,News,,nyt://article/20fcbd54-6105-589e-b0ed-5b5945e97a84
Refugee Crisis,What does “Abendland” mean  and can it be rescued from the far right?,Europe is being torn apart; divided by the aftershocks of the financial crisis  Europeans seem able to find common ground only in a common enemy. To hear Geert Wilders of the Netherlands or the U.K. Independence Party in Britain tell it  the crisis is not just about refugees: The influx of primarily Muslims is a threat to Western civilization itself  on par with the Arab invasions of the seventh century and the Ottoman invasions of the 16th.,What does “Abendland” mean  and can it be rescued from the far right?,The New York Times,,Germany’s War Over a Word,Germany’s war over a word,2017-04-03T14:21:07+0000,OpEd,Opinion,article,https://www.nytimes.com/2017/04/03/opinion/germanys-war-over-a-word.html,Op-Ed,,nyt://article/2c54087b-8b83-5af3-9953-cd0ab76cc790
Refugee Crisis,Here’s what you need to know at the end of the day.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know at the end of the day.,The New York Times,,Flynn  Gorsuch  Atlanta: Your Friday Evening Briefing,Your Evening Briefing,2017-03-31T22:07:17+0000,NYTNow,Briefing,article,https://www.nytimes.com/2017/03/31/briefing/flynn-gorsuch-atlanta.html,briefing,,nyt://article/cdc295c1-604f-5327-a2fb-26521c8adb6c
Refugee Crisis,More than five million Syrians have fled the country as the war drags on  according to the United Nations refugee agency. Here’s some context for that number.,The scale of Syria’s refugee crisis is dizzying.,More than five million Syrians have fled the country as the war drags on  according to the United Nations refugee agency. Here’s some context for that number.,The New York Times,6,What It Means When 5 Million Syrians Leave Their Country,How Vast Is Exodus From Syria?,2017-03-30T20:32:56+0000,Foreign,World,article,https://www.nytimes.com/2017/03/30/world/middleeast/a-quarter-of-syrias-population-has-fled-what-does-that-look-like.html,News,,nyt://article/1a187321-edc8-53d6-8e72-b6533a93b055
Refugee Crisis,Everyday Canadians spent a year embracing Syrians in the world’s most personal resettlement program. Letting them go might be the biggest test yet.,TORONTO — One year after Canada embraced Syrian refugees like no other country  a reckoning was underway.,Everyday Canadians spent a year embracing Syrians in the world’s most personal resettlement program. Letting them go might be the biggest test yet.,The New York Times,1,Canadians Adopted Refugee Families for a Year. Then Came ‘Month 13.’,Embracing Refugees  Then Letting Go,2017-03-25T09:36:25+0000,Foreign,World,article,https://www.nytimes.com/2017/03/25/world/canada/syrian-refugees.html,News,,nyt://article/5500054b-8680-5473-ba37-f0bbddaf135e
Refugee Crisis,Since 2015  migration between Turkey and Greece has fallen sharply  and a smuggler says he has left the business. Homeless in Turkey  a Syrian refugee boy must continue to roam for work.,After earning $800 000 in 2015 by sneaking migrants out of Turkey  a smuggler says he has left the guilt and complications of his business behind — mostly. And a Syrian refugee boy  homeless and out of school  must keep roaming the country to find farm work and help his family survive. This is the third part in the State of Emergency series  in which our correspondent takes us behind the scenes of today’s Turkey  a nation in crisis.,Since 2015  migration between Turkey and Greece has fallen sharply  and a smuggler says he has left the business. Homeless in Turkey  a Syrian refugee boy must continue to roam for work.,The New York Times,4,Syrians in Turkey: The Human Smuggler and the Young Refugee,A Human Smuggler and a Young Refugee,2017-03-24T04:03:46+0000,Foreign,World,article,https://www.nytimes.com/2017/03/24/world/europe/turkey-human-trafficking-refugee-crisis.html,News,,nyt://article/3d5b6e4d-d15f-59e3-aae6-8f77a512e933
Refugee Crisis,Patrick Kingsley  an international correspondent for The Times based in Turkey  led a conversation with two university students  Mert Nacakgedigi and Dilara Arslan  about Turkey’s political future and life as a young person in the country today.,Patrick Kingsley  an international correspondent for The Times based in Turkey  led a conversation with two university students  Mert Nacakgedigi and Dilara Arslan  about Turkey’s political future and life as a young person in the country today.,Patrick Kingsley  an international correspondent for The Times based in Turkey  led a conversation with two university students  Mert Nacakgedigi and Dilara Arslan  about Turkey’s political future and life as a young person in the country today.,The New York Times,,Reflecting on Turkey’s Political Future With Two Students in Istanbul,,2017-03-24T04:15:06+0000,World,World,multimedia,https://www.nytimes.com/interactive/2017/03/24/world/europe/turkey-referendum.html,Interactive Feature,,nyt://interactive/6ce3bc5c-efc4-5d74-8fd8-f24de009c995
