term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id
Afghanistan Refugee,To the Editor:.,To the Editor:,To the Editor:.,The New York Times,11,Pakistan and Terrorism (1 Letter),Pakistan and Terrorism,2006-09-10T04:00:00+0000,Letters,Opinion,article,https://www.nytimes.com/2006/09/10/opinion/l10pakistan.html,Letter,,nyt://article/94557c61-f2f4-5192-a323-575bb8cbfd91
Afghanistan Refugee,Letter from Zalmay Khalilzad  US ambassador to Afghanistan  cites legal gridlock of property ownership in Kabul as obstacle to resolving housing crisis; calls upon Pres Hamid Karzai's government to create mechanism by which property disputes can b...,To the Editor:,Letter from Zalmay Khalilzad  US ambassador to Afghanistan  cites legal gridlock of property ownership in Kabul as obstacle to resolving housing crisis; calls upon Pres Hamid Karzai's government to create mechanism by which property disputes can be resolved (Feb 4 article),The New York Times,24,Winter in Kabul: The Housing Crisis,Winter in Kabul: The Housing Crisis,2005-02-11T05:00:00+0000,Editorial Desk,Opinion,article,https://www.nytimes.com/2005/02/11/opinion/winter-in-kabul-the-housing-crisis-315915.html,Letter,,nyt://article/b120c2f4-969f-5574-b58f-9eb8dafa19d2
Afghanistan Refugee,Correction of April 4 article about refugee population of South Pacific island of Nauru  where Australia has been sending asylum seekers under policy begun in 2001; reason Afghan refugees fled their homeland was to escape Taliban persecution  not ...,Because of an editing error  an article on April 4 about the refugee population of the South Pacific island of Nauru  where Australia has been sending asylum seekers under a policy begun in 2001  misstated the reason the island's Afghan refugees fled their homeland. It was to escape Taliban persecution  not war. The article also referred incorrectly to the Tampa  a vessel that was prohibited from landing in Australia in August 2001 because it carried refugees. It was a Norwegian freighter that had rescued the refugees from a leaking boat; it was not itself leaking.,Correction of April 4 article about refugee population of South Pacific island of Nauru  where Australia has been sending asylum seekers under policy begun in 2001; reason Afghan refugees fled their homeland was to escape Taliban persecution  not war,The New York Times,2,Corrections,Corrections,2004-04-14T05:00:00+0000,Metropolitan Desk,New York,article,https://www.nytimes.com/2004/04/14/nyregion/c-corrections-209155.html,Correction,,nyt://article/5adacb19-dd70-5bfd-a1b3-6ac33100e918
Afghanistan Refugee,Today's corrections from The New York Times., Because of an editing error  an article on April 4 about the refugee population of the South Pacific island of Nauru  where Australia has been sending asylum seekers under a policy begun in 2001  misstated the reason the island's Afghan refugees fled their homeland. It was to escape Taliban persecution  not war. The article also referred incorrectly to the Tampa  a vessel that was prohibited from landing in Australia in August 2001 because it carried refugees. It was a Norwegian freighter that had rescued the refugees from a leaking boat; it was not itself leaking. ( Go to Article ) ,Today's corrections from The New York Times.,The New York Times,,Corrections,Corrections,2004-04-14T05:00:00+0000,Corrections,Archives,article,https://www.nytimes.com/2004/04/14/pageoneplus/corrections.html,Correction,,nyt://article/ace41403-5259-5924-96c5-ad89bb38cc43
Afghanistan Refugee,Correction of April 14 article about Afghan refugees returning to homeland,An article by Reuters yesterday about Afghan refugees who have been returning to their homeland misstated the title of Ruud Lubbers  who is to inspect their condition on a visit to Iran  Afghanistan and Pakistan. He is the United Nations high commissioner for refugees  not for human rights.,Correction of April 14 article about Afghan refugees returning to homeland,The New York Times,2,Corrections,Corrections,2002-04-15T05:00:00+0000,Metropolitan Desk,New York,article,https://www.nytimes.com/2002/04/15/nyregion/c-corrections-566250.html,Correction,,nyt://article/5c836437-ccef-53f0-9ae8-cb6d065b1802
Afghanistan Refugee,John Weiner letter on Dec 6 article cites importance of aiding Afghan refugees,To the Editor:,John Weiner letter on Dec 6 article cites importance of aiding Afghan refugees,The New York Times,22,Afghanistan's Woes,Afghanistan's Woes,2001-12-08T05:00:00+0000,Editorial Desk,Opinion,article,https://www.nytimes.com/2001/12/08/opinion/l-afghanistan-s-woes-563463.html,Letter,,nyt://article/fe353c21-c46c-57b3-804e-db519d3fc2bc
Afghanistan Refugee,,To the Editor:, To the Editor:    Re ''Afghans' Unhappy Ending: Castaways in Indonesia'' (news article  Nov. 24):    Australia  to its shame  has closed its doors to Afghan refugees. Nearly 400 died when their ship sank after being refused entry. Others are trapped in limbo in Indonesia or in camps in Papua New Guinea.  ,The New York Times,26,Haven for Refugees,Haven for Refugees,2001-11-30T05:00:00+0000,Editorial Desk,Opinion,article,https://www.nytimes.com/2001/11/30/opinion/l-haven-for-refugees-433306.html,Letter,,nyt://article/18957323-60d1-5ad4-8f05-54eda8fb7093
Afghanistan Refugee,Letter by Jill Sheffield of Family Care International on plight of Afghan woman who gave birth while fleeing her country (S),To the Editor:,Letter by Jill Sheffield of Family Care International on plight of Afghan woman who gave birth while fleeing her country (S),The New York Times,18,An Afghan Story,An Afghan Story,2001-10-19T05:00:00+0000,Editorial Desk,Opinion,article,https://www.nytimes.com/2001/10/19/opinion/l-an-afghan-story-742090.html,Letter,,nyt://article/3c810dee-7448-5954-b03d-b3c3807ab5c5
Afghanistan Refugee,New York Times on the Web readers respond to the attacks on the World Trade Center and the Pentagon. To send your own comments  send e-mail to shareyourthoughts@nytimes.com . My neighbor  a retired New York City fire officer  a black man who rose ...," New York Times on the Web readers respond to the attacks on the World Trade Center and the Pentagon. To send your own comments  send e-mail to shareyourthoughts@nytimes.com . My neighbor  a retired New York City fire officer  a black man who rose to a high rank in the NYFD  left a message for us to look after his house because he was ""going in to help out."" It's been 14 years since his retirement  and he got his gear together and went off to help. ","New York Times on the Web readers respond to the attacks on the World Trade Center and the Pentagon. To send your own comments  send e-mail to shareyourthoughts@nytimes.com . My neighbor  a retired New York City fire officer  a black man who rose to a high rank in the NYFD  left a message for us to look after his house because he was ""going in to help out."" It's been 14 years since his retirement  and he got his gear together and went off to help.",The New York Times,,Reader's Comments,Reader's Comments,2001-09-16T05:00:00+0000,National,U.S.,article,https://www.nytimes.com/2001/09/16/national/readers-comments.html,Letter,,nyt://article/c5efc7d4-eac9-51dd-b041-dbe0b0d80fa5
Syria Refugee,And what else you need to know today.,Today  The Times’s Berlin bureau chief  Katrin Bennhold  tells the story of a far-right German terrorism suspect with a refugee alias.,And what else you need to know today.,The New York Times,,The Double Life of Franco A.,,2020-12-29T11:26:44+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/12/29/briefing/trump-biden-eviction-new-york-psychosis.html,briefing,,nyt://article/1c6b3587-1c49-51c1-afdf-87888302306e
Syria Refugee,A terrorism suspect  disguised as a refugee.,(Want to get this briefing by email? Here’s the sign-up.),A terrorism suspect  disguised as a refugee.,The New York Times,,Your Tuesday Briefing,,2020-12-29T05:22:50+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/12/29/briefing/germany-terrorism-coronavirus-tigray.html,briefing,,nyt://article/3bb56ca3-7523-5ea3-bccd-11c235a77a4d
Syria Refugee,What’s behind the E.U.-China investment agreement.,Beijing and Brussels are on the brink of an agreement to roll back restrictions on investment — a deal that has been seven years in the making. An announcement is expected this week.,What’s behind the E.U.-China investment agreement.,The New York Times,,Your Wednesday Briefing,,2020-12-29T19:24:59+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/12/29/briefing/eu-china-russia-virus-boeing.html,briefing,,nyt://article/7bd28d42-494e-5ddb-b615-523f9d60fe53
Syria Refugee,Maha Mamo had no citizenship. Born in Lebanon of Syrian parents  she was ineligible for either nationality. It took her years of perseverance and some lucky breaks to find a homeland — in Brazil.,RIO DE JANEIRO — The subject was taboo during her childhood in Lebanon  whispered about but never discussed openly.,Maha Mamo had no citizenship. Born in Lebanon of Syrian parents  she was ineligible for either nationality. It took her years of perseverance and some lucky breaks to find a homeland — in Brazil.,The New York Times,12,Stateless  She Became the Face of a Largely Invisible Plight,For a Woman Without a Country  a Long Quest Ends in Brazil  and in Victory,2020-12-25T10:00:15+0000,Foreign,World,article,https://www.nytimes.com/2020/12/25/world/americas/stateless-brazil.html,News,,nyt://article/954cfdf8-b554-53e0-a749-cc047db1e924
Syria Refugee,A German officer is facing trial on terrorism charges. At a volatile time for Western democracy  his story mirrors the story of Germany itself.,OFFENBACH  Germany — At the height of Europe’s migrant crisis  a bearded man in sweatpants walked into a police station. His pockets were empty except for an old cellphone and a few foreign coins.,A German officer is facing trial on terrorism charges. At a volatile time for Western democracy  his story mirrors the story of Germany itself.,The New York Times,1,A Far-Right Terrorism Suspect With a Refugee Disguise: The Tale of Franco A.,An Officer’s Double Life Puts Germany on Trial,2020-12-29T05:12:08+0000,Foreign,World,article,https://www.nytimes.com/2020/12/29/world/europe/germany-far-right-terrorism-refugee.html,News,,nyt://article/bd2d6d11-a61d-5916-98dc-43cddff3981e
Syria Refugee,Here’s what you need to know at the end of the day.,(Want to get this newsletter in your inbox? Here’s the sign-up.) ,Here’s what you need to know at the end of the day.,The New York Times,,Stimulus Checks  Virus Variant  Breonna Taylor: Your Tuesday Evening Briefing,,2020-12-29T23:20:00+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/12/29/briefing/stimulus-checks-virus-variant-breonna-taylor.html,briefing,,nyt://article/d695a20c-7c9e-5854-bdad-1292bc7ad7f3
Syria Refugee,A selection of books published this week; plus  a peek at what our colleagues around the newsroom are reading.,LET US DREAM: The Path to a Better Future  by Pope Francis and Austen Ivereigh. (Simon & Schuster  $26.) The leader of the Roman Catholic Church asks what we can learn from the pandemic  and revisits three crises from his own life.,A selection of books published this week; plus  a peek at what our colleagues around the newsroom are reading.,The New York Times,4,New & Noteworthy  From Schopenhauer to the Pope,New &amp; Noteworthy,2020-12-09T03:42:11+0000,BookReview,Books,article,https://www.nytimes.com/2020/12/08/books/review/new-this-week.html,News,,nyt://article/b620e2d7-2a50-5e76-9f74-bf5e9a82b681
Syria Refugee,Suggested reading from critics and editors at The New York Times.,Happy Thanksgiving to our American readers. Our recommended books this week include a presidential memoir  a couple of looks at the culture of big tech (in Silicon Valley and in rural China)  a remembrance of a road trip with Jorge Luis Borges and a graphic novel about Syrian refugees in America  among others.,Suggested reading from critics and editors at The New York Times.,The New York Times,23,11 New Books We Recommend This Week,Staff Picks From the Book Review,2020-11-26T18:48:45+0000,BookReview,Books,article,https://www.nytimes.com/2020/11/26/books/review/11-new-books-we-recommend-this-week.html,List,,nyt://article/6e72e90d-4c32-5194-9ad0-059263b8e28e
Syria Refugee,,Jordan  which was commended worldwide for its early efforts to counter the pandemic  has now become one of the hardest-hit countries in the region  along with Lebanon and Iran.,Jordan  which was commended worldwide for its early efforts to counter the pandemic  has now become one of the hardest-hit countries in the region  along with Lebanon and Iran.,The New York Times,,Jordan  once a model of virus control  is now a hot spot.,,2020-11-19T09:58:46+0000,Foreign,World,article,https://www.nytimes.com/2020/11/19/world/jordan-once-a-model-of-virus-control-is-now-a-hot-spot.html,News,,nyt://article/9919e870-2e1e-5b82-8a05-75dbf05f7a3b
Syria Refugee,President Bashar al-Assad said the millions of citizens who fled during the war have been blocked from coming back. But he left out the main reason they are staying away: Mr. al-Assad himself.,BEIRUT  Lebanon — The Syrian government hosted a lavish conference in the capital  Damascus  this week aimed at trying to get the more than six million refugees who fled the country’s civil war to come home.,President Bashar al-Assad said the millions of citizens who fled during the war have been blocked from coming back. But he left out the main reason they are staying away: Mr. al-Assad himself.,The New York Times,,Syria Seeks Return of Refugees  but They Fear Leader’s Wrath,,2020-11-12T22:26:54+0000,Foreign,World,article,https://www.nytimes.com/2020/11/12/world/middleeast/12syria-refugees-assad.html,News,,nyt://article/6b4d9b27-3d11-5df9-8a38-c6a853105d76
Syria Refugee,A framework for teaching with New York Times 360 V.R. videos  plus eight lesson plans for STEM and the humanities.,In 2015  The New York Times pioneered a new form of storytelling: virtual reality journalism. In an introduction to its first V.R. video  “The Displaced ” a documentary about three children who had been forced from their homes by war and persecution  Jake Silverstein  The New York Times Magazine’s editor  wrote:,A framework for teaching with New York Times 360 V.R. videos  plus eight lesson plans for STEM and the humanities.,The New York Times,,Virtual Reality: Realizing the Power of Experience  Excursion and Immersion in the Classroom,,2020-10-29T19:40:20+0000,Learning,The Learning Network,article,https://www.nytimes.com/2020/10/29/learning/lesson-plans/virtual-reality-realizing-the-power-of-experience-excursion-and-immersion-in-the-classroom.html,News,,nyt://article/f2d9ea45-664d-52cb-846d-d454ff94c77e
Syria Refugee,A new Graphic Content column reviews three books that cover a gamut of world-building  from the lives of Syrian refugees to the friends of Pepe the Frog.,In January 2017 a comic strip series written by the journalist Jake Halpern and illustrated by Michael Sloan debuted in this newspaper. It ran until October of that year  and won its creators the 2018 Pulitzer Prize for editorial cartooning. “Welcome to the New World” is a reported work that follows a family of Syrian refugees who arrive in America on the eve of Donald Trump’s election. This real-life story is remarkable for many reasons  including the groundbreaking context of its publication: It appeared week after week in the Sunday Review under the rubric of Opinion. Its status there as a regular feature  sharing real estate with prose pieces  offered a striking and unusual showcase.,A new Graphic Content column reviews three books that cover a gamut of world-building  from the lives of Syrian refugees to the friends of Pepe the Frog.,The New York Times,16,Visions of New Worlds  Both Hopeful and Nightmarish,World-Building,2020-10-27T16:59:14+0000,BookReview,Books,article,https://www.nytimes.com/2020/10/27/books/review/welcome-to-the-new-world-jake-halpern-bad-island-stanley-donwood-mindviscosity-matt-furie.html,News,,nyt://article/4bc1c77a-607c-5ec5-a835-5786ca8dd97c
Syria Refugee,A village in Lebanon  where cannabis grows everywhere  has long counted on hashish for income. But the country’s economic crisis has farmers reconsidering the crop.,YAMOUNEH  Lebanon — In a Lebanese farming village of rocky soil and stone villas  cannabis grows everywhere.,A village in Lebanon  where cannabis grows everywhere  has long counted on hashish for income. But the country’s economic crisis has farmers reconsidering the crop.,The New York Times,9,‘If There Were No Hashish Here  You Wouldn’t See a Single House’,Crisis Erases Farmers’ Income From a Reliable Crop: Hashish,2020-10-19T07:00:12+0000,Foreign,World,article,https://www.nytimes.com/2020/10/19/world/middleeast/lebanon-hashish-cannabis.html,News,,nyt://article/ab3904ec-6b8f-529b-9f1a-a63c45b07eae
Syria Refugee,Members of the Church of Jesus Christ of Latter-day Saints tend to vote Republican. But in Arizona  some find the president’s behavior at odds with their values and are shifting to Joe Biden.,TUCSON — For the better part of a century  members of the Church of Jesus Christ of Latter-day Saints have made their political home under the Republican Party’s tent  motivated by conservative beliefs rooted in the family values  personal liberty and economic frugality of their faith.,Members of the Church of Jesus Christ of Latter-day Saints tend to vote Republican. But in Arizona  some find the president’s behavior at odds with their values and are shifting to Joe Biden.,The New York Times,21,How Mormons Fed Up With Trump Could Help Lift Biden in Arizona,Trump Has Alienated Some Mormons  and They Could Help Lift Biden in Arizona,2020-10-18T12:00:08+0000,Politics,U.S.,article,https://www.nytimes.com/2020/10/18/us/politics/arizona-mormons-trump-biden.html,News,,nyt://article/e08123ed-a9cd-5653-81c0-6c93bb6d65de
Syria Refugee,A new graphic novel expands on the Pulitzer-winning series about the challenges a family of Syrian refugees faced in America.,For nearly a year  Jake Halpern followed a family of Syrian refugees who arrived in the United States on Election Day of 2016 as they navigated the first day of school  learned English — and received a death threat.,A new graphic novel expands on the Pulitzer-winning series about the challenges a family of Syrian refugees faced in America.,The New York Times,12,‘Welcome to the New World ’ by Jake Halpern and Michael Sloan: An Excerpt,Trying to Make Their Way in a New World,2020-09-21T14:13:56+0000,Arts&Leisure,Arts,article,https://www.nytimes.com/2020/09/21/arts/jake-halpern-welcome-to-the-new-world.html,News,,nyt://article/2688a166-3e2e-509e-8466-63cd2272cdaf
Syria Refugee,Years after the Syrian refugee crisis subsided  asylum seekers from other nations face even higher obstacles to enter Europe  which is more ambivalent about accepting them than ever.,LESBOS  Greece — A 31-year-old law school graduate  Masomeh Etemadi says she left Iran with her husband and two children to escape persecution as a Hazara minority. Now  she says  she doesn’t care where in Europe her family ends up. As long as it isn’t here.,Years after the Syrian refugee crisis subsided  asylum seekers from other nations face even higher obstacles to enter Europe  which is more ambivalent about accepting them than ever.,The New York Times,10,After Fire at Refugee Camp  Europe Faces a Reckoning,Migrant Fatigue Grips an Apathetic Europe,2020-09-18T18:42:52+0000,Foreign,World,article,https://www.nytimes.com/2020/09/18/world/europe/eu-moria-migrants.html,News,,nyt://article/21f6aa21-36eb-58bf-a179-e5922967d3b6
Syria Refugee,Britain is expected to limit most social gatherings to six people after a spike in cases. A political uproar quashed plans for targeted lockdowns in Israel. People caught maskless in Indonesia were told to lie in a coffin as punishment.,[Follow our live Covid-19 updates around the globe.],Britain is expected to limit most social gatherings to six people after a spike in cases. A political uproar quashed plans for targeted lockdowns in Israel. People caught maskless in Indonesia were told to lie in a coffin as punishment.,The New York Times,,Drugmaker Pauses Covid-19 Vaccine Trial for Safety Review,,2020-09-08T09:17:03+0000,Foreign,World,article,https://www.nytimes.com/2020/09/08/world/covid-19-coronavirus.html,News,,nyt://article/73420874-454f-5487-ac11-34386851d27d
Syria Refugee,“Money: The True Story of a Made-Up Thing ” by Jacob Goldstein  is a conversational account of currency — an abstraction propped up by group faith.,MONEYThe True Story of a Made-Up Thing By Jacob Goldstein,“Money: The True Story of a Made-Up Thing ” by Jacob Goldstein  is a conversational account of currency — an abstraction propped up by group faith.,The New York Times,19,The Fiction That Makes the World Go Round,It’s No Object,2020-09-08T09:00:05+0000,BookReview,Books,article,https://www.nytimes.com/2020/09/08/books/review/money-the-true-story-of-a-made-up-thing-jacob-goldstein.html,Review,,nyt://article/c3ebf122-f656-56a2-aeaf-2be30a884985
Syria Refugee,It’s time to listen to Germany and take a step back.,As if there wasn’t enough trouble around the world  two NATO allies  Greece and Turkey  have lit up a new and dangerous crisis  dragging in countries near and far. In this game of thrones  only Germany seems to have the sway to mediate a return to sanity.,It’s time to listen to Germany and take a step back.,The New York Times,20,There’s a New Game of Thrones in the Mediterranean,Turkish-Greek Feud Is Getting Too Hot,2020-08-30T15:21:15+0000,Editorial,Opinion,article,https://www.nytimes.com/2020/08/30/opinion/turkey-greece-oil-gas.html,Editorial,,nyt://article/51abad3e-1494-5f11-8812-eca30d8a35ca
Syria Refugee,Activities and lessons that can be employed by English  social studies  math and science educators  using Times photos  illustrations  graphs  videos  podcasts and articles.,Some teachers might think that The New York Times  with its sophisticated language and lengthy articles  is too adult or advanced a resource for many middle school students. But teachers who have used The Learning Network tell us that the array of activities we’ve created using Times content — including photos  illustrations  graphs and videos — gives students at different reading levels a chance to deepen their thinking and expand their knowledge of the world.,Activities and lessons that can be employed by English  social studies  math and science educators  using Times photos  illustrations  graphs  videos  podcasts and articles.,The New York Times,,Teaching Resources for Middle School Using The New York Times,,2020-08-28T12:23:08+0000,Learning,The Learning Network,article,https://www.nytimes.com/2020/08/28/learning/teaching-resources-for-middle-school-using-the-new-york-times.html,News,,nyt://article/fdcf5a16-906f-5bcc-8b08-1afbaa7590c6
Syria Refugee,Of all the president’s children  he has the strongest connection to the politics  voters and online disinformation ecosystem that put his father in the White House. What will he do with it?,To hear more audio stories from publishers like The New York Times  download Audm for iPhone or Android.,Of all the president’s children  he has the strongest connection to the politics  voters and online disinformation ecosystem that put his father in the White House. What will he do with it?,The New York Times,22,Donald Trump Jr. Is Ready. But for What  Exactly?,The Next Trump,2020-08-24T09:00:01+0000,Magazine,Magazine,article,https://www.nytimes.com/2020/08/24/magazine/donald-trump-jr.html,News,,nyt://article/5d4e9c94-b290-535b-af6a-6138bd5248a0
Syria Refugee,The former Trump adviser has been charged with fraud  but the hosts seemed almost as interested in his current look. Seth Meyers called him a “baked-potato Fabio.”,Welcome to Best of Late Night  a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. We’re all stuck at home at the moment  so here are the 50 best movies on Netflix right now.,The former Trump adviser has been charged with fraud  but the hosts seemed almost as interested in his current look. Seth Meyers called him a “baked-potato Fabio.”,The New York Times,,Late Night Savors Steve Bannon’s Arrest (and His Photo),,2020-08-21T07:44:06+0000,Culture,Arts,article,https://www.nytimes.com/2020/08/21/arts/television/late-night-steve-bannon-seth-meyers.html,News,,nyt://article/fa65146c-7309-5d9f-bdba-6ffeecf0fde3
Syria Refugee,Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know.,The New York Times,,Belarus Protests  Greece Migrants  Christophe Girard: Your Monday Briefing,,2020-08-17T04:01:17+0000,NYTNow,Briefing,article,https://www.nytimes.com/2020/08/17/briefing/belarus-protests-greece-migrants-girard-abuse.html,briefing,,nyt://article/2b8b3c45-1351-5de5-ad96-6c236f67b38c
Syria Refugee,Many Greeks have grown frustrated as tens of thousands of asylum seekers languished on Greek islands. Now  evidence shows  a new conservative government has a new method of keeping them out.,RHODES  Greece — The Greek government has secretly expelled more than 1 000 refugees from Europe’s borders in recent months  sailing many of them to the edge of Greek territorial waters and then abandoning them in inflatable and sometimes overburdened life rafts.,Many Greeks have grown frustrated as tens of thousands of asylum seekers languished on Greek islands. Now  evidence shows  a new conservative government has a new method of keeping them out.,The New York Times,1,Taking Hard Line  Greece Turns Back Migrants by Abandoning Them at Sea,Quietly  Greece Casts Refugees  Adrift in Rafts,2020-08-14T13:56:38+0000,Foreign,World,article,https://www.nytimes.com/2020/08/14/world/europe/greece-migrants-abandoning-sea.html,News,,nyt://article/0c7d75b3-19dd-5700-a7f5-e75b92c3fc61
Syria Refugee,Chronic corruption must be rooted out.,The appalling negligence that left more than 2 700 tons of ammonium nitrate sitting for more than six years at Lebanon’s port in Beirut  just waiting to explode  perfectly if tragically encapsulates the official corruption and incompetence in a country where almost everything that can go wrong does go wrong.,Chronic corruption must be rooted out.,The New York Times,22,Could the Beirut Explosion Be a Turning Point for Lebanon?,Is This a Turning Point for Lebanon?,2020-08-12T23:01:20+0000,Editorial,Opinion,article,https://www.nytimes.com/2020/08/12/opinion/lebanon-corruption-beirut-explosion.html,Editorial,,nyt://article/fe89d577-9331-5e4c-9af2-06e2bbb1c6fb
Syria Refugee,The demonstrations were fueled by fury over the corruption and negligence of the country’s ruling elite. Security forces fired tear gas to push back the protesters.,BEIRUT  Lebanon — Violent clashes between demonstrators and security forces transformed much of central Beirut into a battle zone of flying rocks  swinging batons and clouds of tear gas on Saturday  as the fury over a huge explosion in Beirut’s port this week fueled attacks on government buildings.,The demonstrations were fueled by fury over the corruption and negligence of the country’s ruling elite. Security forces fired tear gas to push back the protesters.,The New York Times,15,Clashes Erupt in Beirut at Blast Protest as Lebanon’s Anger Boils Over,Outrage Over Explosion Erupts at Beirut Protests,2020-08-08T15:17:07+0000,Foreign,World,article,https://www.nytimes.com/2020/08/08/world/middleeast/Beirut-explosion-protests-lebanon.html,News,,nyt://article/c60a7054-b859-51c5-9032-f3f655bde21d
Syria Refugee,As the search for survivors continues  aid groups have mobilized to help the thousands of people wounded by the blast  and the hundreds of thousands of others who have been made homeless.,The enormous explosion that leveled parts of Beirut  Lebanon  on Tuesday killed at least 137 people and injured more than 4 000 others  overwhelming the authorities and damaging many hospitals and critical facilities.,As the search for survivors continues  aid groups have mobilized to help the thousands of people wounded by the blast  and the hundreds of thousands of others who have been made homeless.,The New York Times,12,How to Help Lebanon After Beirut Explosion,How to Help Lebanon,2020-08-05T18:53:00+0000,Express,World,article,https://www.nytimes.com/2020/08/05/world/how-to-help-lebanon-beirut.html,News,,nyt://article/c2701ed9-4452-5709-b214-95cb89361afc
Syria Refugee,The chemical cache that apparently exploded was not supposed to be in Lebanon  but arrived there on a troubled freighter. Now  Beirut residents are digging out of the devastation  looking for survivors  victims and answers.,Rescue workers still struggling to treat thousands of people wounded in an enormous explosion that rocked Beirut turned their attention on Wednesday morning to the desperate search for survivors.,The chemical cache that apparently exploded was not supposed to be in Lebanon  but arrived there on a troubled freighter. Now  Beirut residents are digging out of the devastation  looking for survivors  victims and answers.,The New York Times,,Anger Rises After Beirut Blast and Evidence Officials Knew of Risks,,2020-08-05T04:01:23+0000,Foreign,World,article,https://www.nytimes.com/2020/08/05/world/middleeast/beirut-lebanon-explosion.html,News,,nyt://article/e2a40127-2194-57d9-a5e0-43f65f1b9018
Syria Refugee,Its targeted destruction is too important to ignore.,Since the end of World War II  the United States has almost always viewed itself as a leader in resettling refugees forced to flee their homes around the world. But in just three years  President Trump has reduced the flow of refugees to a trickle.,Its targeted destruction is too important to ignore.,The New York Times,,Refugee Resettlement Is Close to Collapse. That Was Trump’s Plan.,,2020-07-28T09:00:11+0000,OpEd,Opinion,article,https://www.nytimes.com/2020/07/28/opinion/us-refugee-resettlement-trump.html,Op-Ed,,nyt://article/211b0b35-1aa5-5130-ac5f-153421d2a924
Syria Refugee,That Sarah Hegazi felt safe enough to honor our music with her bravery is thrilling; that such a simple act forever altered and then ended her life brings me great sorrow.,Last month  Sarah Hegazi  a 30-year-old Egyptian L.G.B.T.Q. rights activist  took her own life in Canada. Far away from Cairo  her home  she was profoundly haunted by what had happened to her there over the past two and a half years  having been arrested  tortured and hounded into exile. Her transgression? She raised the rainbow flag — unabashedly and joyously — at a concert in Cairo.,That Sarah Hegazi felt safe enough to honor our music with her bravery is thrilling; that such a simple act forever altered and then ended her life brings me great sorrow.,The New York Times,25,She Waved a Rainbow Flag at Our Cairo Show. Tragedy Followed.,The Cost of Being Queer and Arab,2020-07-16T09:00:19+0000,OpEd,Opinion,article,https://www.nytimes.com/2020/07/16/opinion/culture/mashrou-leila-fan-suicide.html,Op-Ed,,nyt://article/1a046773-5c03-5f2e-8608-d0ac0c5dd9d0
Syria Refugee,A selection of evergreen Lessons of the Day from the 2019-20 school year to help students better understand world events and draw connections to their own lives.,Every school day we choose an important or interesting Times article to feature in our Lesson of the Day and pair it with a warm-up  critical-thinking questions and a going-further activity. The activities and questions are intended to help students understand the article  contextualize it within current and historical world events  and connect the content to their own lives.,A selection of evergreen Lessons of the Day from the 2019-20 school year to help students better understand world events and draw connections to their own lives.,The New York Times,,Over 100 Lesson Plans Based on New York Times Articles,,2020-07-08T12:06:35+0000,Learning,The Learning Network,article,https://www.nytimes.com/2020/07/08/learning/lesson-plans/over-100-lesson-plans-based-on-new-york-times-articles.html,News,,nyt://article/641df36a-f5de-5af8-b6a6-4be88cf8d376
Syria Refugee,As the civil war enters its 10th year  Syria’s economy is collapsing and the pandemic is adding to the woes. Donors pledged $7.7 billion in aid Tuesday  an amount not nearly enough to end the misery.,BRUSSELS — As ​the long Syrian war drags into its 10th year  conditions for Syrian civilians ​are ​deteriorating​ quickly  with rapid inflation and the coronavirus pandemic adding to their​ travails​. ​On Tuesday  donors met virtually in Brussels at a conference hosted by the European Union and United Nations to try to find the money to keep the poorest Syrians alive.,As the civil war enters its 10th year  Syria’s economy is collapsing and the pandemic is adding to the woes. Donors pledged $7.7 billion in aid Tuesday  an amount not nearly enough to end the misery.,The New York Times,,At Syrian Aid Summit  a Struggle to Raise Enough to End ‘Downward Spiral’,,2020-06-30T19:58:52+0000,Foreign,World,article,https://www.nytimes.com/2020/06/30/world/europe/syria-aid-refugees-united-nations.html,News,,nyt://article/562c6e2e-1530-53bc-8638-6ec3b3f780d0
Syria Refugee,Tune into the 20th annual BET Awards  or watch a true crime documentary series on HBO.,2020 BET AWARDS 8 p.m. on BET and CBS. While some awards have postponed their ceremonies  this annual show  which celebrates the work of black artists  athletes and entertainers  is still a go. Now in its 20th year  the BET Awards will feature performances by Alicia Keys  Future  DaBaby and more. Rather than sing from their couches  the artists prerecorded their own segments from all sorts of settings  using open venues  public spaces and  of course  their creativity. Drake leads with six nominations  followed by Megan Thee Stallion and Roddy Rich  who each have five. Other artists with multiple nods include Beyoncé  Nicki Minaj and Chris Brown. The comedian Amanda Seales hosts.,Tune into the 20th annual BET Awards  or watch a true crime documentary series on HBO.,The New York Times,9,What’s on TV Sunday: The BET Awards and ‘I’ll Be Gone in the Dark’,What’s On Sunday,2020-06-28T05:00:08+0000,Culture,Arts,article,https://www.nytimes.com/2020/06/28/arts/television/whats-on-tv-sunday-the-bet-awards-and-ill-be-gone-in-the-dark.html,News,,nyt://article/798fd8f8-4be4-5ede-a60b-1db4170b6bb3
